tf,entry_n,exit_n,stop,tp_r,chop_max,adx_min,session,vol_policy,side,n,pf,sharpe,sortino,dd,retdd,calmar,win,net,R,top1,score_norobust,market,block,trades_per_year,robust,score
15,40,10,2.0,3.0,35.0,25.0,"(570, 960)",,-1,98,1.2402218634469644,0.5535828802249575,1.033770426384041,6.77722267067692,1.6167590754491132,0.7367509710907351,0.4387755102040816,10.957136259156387,0.1118075128485345,0.2708464590082637,0.17729940506693576,NQ,train,44.65822784810126,1.0,0.3272994050669358
15,30,15,1.5,2.0,40.0,20.0,"(480, 720)",,-1,190,1.1587201066704709,0.6572670794019173,1.5566002838401802,8.3009577940787,2.201250632580084,1.0031015540871264,0.4,18.27248859523631,0.0961709926065069,0.1078185755911694,0.19647520590085454,NQ,train,86.58227848101265,0.8571428571428571,0.3250466344722831
30,55,30,1.5,2.0,40.0,25.0,"(480, 720)",,-1,89,1.2624810400524151,0.7058313333557535,1.6834532955773318,7.982031035876976,1.7512599470462125,0.7980425075147297,0.4044943820224719,13.978611249211138,0.1570630477439453,0.1410896610704797,0.20489359478383612,NQ,train,40.55696202531645,0.8,0.32489359478383617
30,55,30,1.5,2.0,40.0,,"(480, 720)",,-1,89,1.2624810400524151,0.7058313333557535,1.6834532955773318,7.982031035876976,1.7512599470462125,0.7980425075147297,0.4044943820224719,13.978611249211138,0.1570630477439453,0.1410896610704797,0.20489359478383612,NQ,train,40.55696202531645,0.8,0.32489359478383617
30,55,30,1.5,2.0,40.0,20.0,"(480, 720)",,-1,89,1.2624810400524151,0.7058313333557535,1.6834532955773318,7.982031035876976,1.7512599470462125,0.7980425075147297,0.4044943820224719,13.978611249211138,0.1570630477439453,0.1410896610704797,0.20489359478383612,NQ,train,40.55696202531645,0.8,0.32489359478383617
15,20,20,1.5,2.0,40.0,,"(480, 720)",,-1,200,1.1837116486203063,0.7605983465907535,1.7074964967486763,9.05818970723383,2.4619067305273807,1.1218815480884266,0.39,22.30041820663281,0.111502091033164,0.1765593576556898,0.22395507271407772,NQ,train,91.1392405063291,0.6666666666666666,0.3239550727140777
15,20,10,2.0,3.0,35.0,,"(570, 960)",,-1,101,1.2541077498975322,0.5877489499408063,1.0983957631188912,8.766816010164952,1.360506002366604,0.6199774187999714,0.4356435643564356,11.92730580347306,0.1180921366680501,0.2488157514834078,0.173812500900598,NQ,train,46.0253164556962,1.0,0.323812500900598
30,40,15,1.5,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,123,1.2326074048904607,0.6507205325542975,1.0107793496959072,11.36951334473554,1.2588561914274088,0.5736559859669205,0.4146341463414634,14.312582267536882,0.1163624574596494,0.1381599550945557,0.17279312409985653,NQ,train,56.0506329113924,1.0,0.3227931240998565
30,40,15,3.0,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,123,1.2326074048904607,0.6507205325542975,1.0107793496959072,11.36951334473554,1.2588561914274088,0.5736559859669205,0.4146341463414634,14.312582267536882,0.1163624574596494,0.1381599550945557,0.17279312409985653,NQ,train,56.0506329113924,1.0,0.3227931240998565
30,40,15,2.0,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,123,1.2326074048904607,0.6507205325542975,1.0107793496959072,11.36951334473554,1.2588561914274088,0.5736559859669205,0.4146341463414634,14.312582267536882,0.1163624574596494,0.1381599550945557,0.17279312409985653,NQ,train,56.0506329113924,1.0,0.3227931240998565
