tf,ema,xr,end,fast,slow,uniq,n,pct,pf,win,mde,ratio,t
15.0,6.5/24.0,3.5,600,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,6.5/24.0,3.5,615,1,2,1,23,-0.09280354044775412,0.26180867865774143,0.30434782608695654,0.08937680756383373,-1.03834029181981,-2.909429497679107
15.0,6.5/24.0,7.0,590,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,6.5/24.0,7.0,600,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,6.5/24.0,7.0,615,1,2,1,23,-0.09280354044775412,0.26180867865774143,0.30434782608695654,0.08937680756383373,-1.03834029181981,-2.909429497679107
15.0,6.5/24.0,14.0,590,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,6.5/24.0,14.0,600,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,6.5/24.0,14.0,615,1,2,1,23,-0.09280354044775412,0.26180867865774143,0.30434782608695654,0.08937680756383373,-1.03834029181981,-2.909429497679107
15.0,13.0/48.0,3.5,590,1,3,2,23,-0.07583701214484709,0.3515273871364495,0.34782608695652173,0.09449528533921409,-0.8025481046235425,-2.2487397891551666
15.0,13.0/48.0,3.5,600,1,3,2,23,-0.07583701214484709,0.3515273871364495,0.34782608695652173,0.09449528533921409,-0.8025481046235425,-2.2487397891551666
15.0,13.0/48.0,3.5,615,1,3,3,24,-0.08108203775858881,0.3270040498958714,0.3333333333333333,0.09165824912818957,-0.8846125529322594,-2.478684373316191
15.0,13.0/48.0,7.0,590,1,3,2,23,-0.07583701214484709,0.3515273871364495,0.34782608695652173,0.09449528533921409,-0.8025481046235425,-2.2487397891551666
15.0,13.0/48.0,7.0,600,1,3,2,23,-0.07583701214484709,0.3515273871364495,0.34782608695652173,0.09449528533921409,-0.8025481046235425,-2.2487397891551666
15.0,13.0/48.0,7.0,615,1,3,3,24,-0.08108203775858881,0.3270040498958714,0.3333333333333333,0.09165824912818957,-0.8846125529322594,-2.478684373316191
15.0,13.0/48.0,14.0,590,1,3,2,23,-0.07583701214484709,0.3515273871364495,0.34782608695652173,0.09449528533921409,-0.8025481046235425,-2.2487397891551666
15.0,13.0/48.0,14.0,600,1,3,2,23,-0.07583701214484709,0.3515273871364495,0.34782608695652173,0.09449528533921409,-0.8025481046235425,-2.2487397891551666
15.0,13.0/48.0,14.0,615,1,3,3,24,-0.08108203775858881,0.3270040498958714,0.3333333333333333,0.09165824912818957,-0.8846125529322594,-2.478684373316191
