trial,fast_type,fast_len,slow_type,slow_len,gate,exit,nR,mR,pfR,tR,nH,mH,pfH,tH
2590,tema,5,hull,243,state,cross,64.0,0.029574323075807932,2.1949793397628676,2.1188922070253353,54.0,-0.0010637938319419224,0.9776536145725663,-0.06489166733485575
2591,dema,52,hull,188,state,state,46.0,-0.011589943482544732,0.800375147350207,-0.5732124755415644,51.0,-0.00782098400851617,0.8519305225314735,-0.4320795207884423
2592,wma,38,sma,186,18.5,cross,14.0,-0.010869912781265223,0.8369432097571359,-0.25761603984920745,14.0,-0.007453938271858876,0.8763606823876969,-0.19483714458009754
2593,tema,2,tema,240,state,cross,62.0,0.02461538656099663,1.8634853120026345,1.7192718768009627,53.0,-0.013606695622896901,0.7400163019644989,-0.858978735520679
2594,hull,7,ema,205,10.5,state,29.0,-0.010190872078040087,0.7673775763459056,-0.4936489727598697,29.0,-0.009025417954262161,0.8366627968145451,-0.378394515483783
2595,hull,8,tema,207,13.0,state,42.0,0.0356907769187691,3.3674584270420858,2.329009495080897,40.0,-0.013255077465385897,0.7420442793381735,-0.7056009242712936
2596,tema,2,tema,234,state,cross,62.0,0.02489296000809923,1.7982269341738693,1.6641704368290466,54.0,-0.009665835951483591,0.8110717754440226,-0.6057241163930683
2597,tema,5,tema,222,state,cross,59.0,0.03568585860840624,2.515160299492091,2.4119365146362313,54.0,-0.0013646514047496205,0.9709177360582671,-0.08436146940847143
2598,hull,24,hull,196,14.5,off,37.0,0.008911867449372113,1.1843490651881166,0.3800599040083032,31.0,0.0029782820742006257,1.0520291767099226,0.11054956688912737
2599,hull,27,hull,185,8.5,off,28.0,0.008239218480230825,1.1554199599181747,0.29116670796420807,22.0,0.0023351191083427502,1.0410057126397614,0.07361589149206935
2600,ema,29,dema,188,19.5,state,21.0,0.027021795260190037,1.7195382442348104,0.913935935078875,29.0,0.00873824114425376,1.1775258759711988,0.3393396911555207
2601,tema,4,tema,220,state,cross,61.0,0.03781327065483737,2.6753475648272693,2.6082495682674747,54.0,-0.01013384905588972,0.8061600082691363,-0.6290244177907317
2602,linreg,7,wma,211,14.0,state,38.0,0.01537574980389775,1.4331626611078578,0.7843315000094183,35.0,-0.013630293708936215,0.7818765571669745,-0.6028245149320997
2603,dema,45,dema,190,state,off,42.0,-0.0004845087895225696,0.9930294451274186,-0.01899378288347073,47.0,-0.023726297734382788,0.6258192812072505,-1.1826724893604703
2604,dema,49,tema,184,state,state,46.0,0.00845245153249127,1.1821129569189242,0.4195444689787734,49.0,-0.0056764420186804975,0.8894026017246864,-0.30167602612204525
2605,sma,14,tema,204,state,state,47.0,0.024583656550263625,1.6654244113887748,1.2565313990159759,49.0,-0.0024176247294013585,0.9532875714564049,-0.12649478068819578
2606,ema,11,sma,205,18.0,off,17.0,-0.032817447619213125,0.5130157810539473,-0.9732648794699353,17.0,-0.04659621107142169,0.4834668107220541,-1.2272679615364308
2607,tema,2,ema,226,20.0,state,41.0,0.019594537857223555,1.6107011495255485,1.0903532870382133,42.0,0.016352542121228688,1.4407771369952143,0.9091360634133019
2608,hull,5,sma,210,state,cross,59.0,-0.009172759022071387,0.822931381731704,-0.5570544494058088,54.0,-0.02722951603368609,0.5341117366177097,-1.7014761899657314
2609,sma,4,tema,258,state,state,53.0,0.015472744753672633,1.3907118327279024,0.8653763103788027,53.0,-0.007311399160151014,0.8629058869949928,-0.4131517310059739
2610,tema,45,linreg,192,15.5,cross,26.0,0.023246723977224718,1.6413650338220456,0.9182391286307866,29.0,-0.01676875969359746,0.7290060857988313,-0.6459942263185191
2611,sma,47,tema,182,5.5,state,4.0,-0.005576049335790097,0.8992122575226333,-0.06944023235516429,1.0,,,
2612,tema,6,tema,200,state,cross,60.0,0.03870020856638932,2.719719403681334,2.6142189917591723,54.0,-0.002578477369855953,0.9464746639871335,-0.1574651197633794
2613,ema,49,sma,183,state,off,41.0,-0.028964501552976127,0.593842734329762,-1.2649786924007356,41.0,-0.04569624408860444,0.4415358024894511,-2.0555444081063237
2614,linreg,2,tema,217,state,state,62.0,0.027672669022036123,1.9741973838934563,1.9045020874758203,54.0,-0.004580959358259439,0.9028492848847841,-0.2944105647997219
2615,tema,6,linreg,201,state,cross,60.0,0.031775123622270904,2.3732838131131824,2.2190261612490736,53.0,-0.00026073730699167447,0.9945122327744746,-0.01560069283728971
2616,tema,4,tema,212,state,cross,62.0,0.037602129673002145,2.724299680973215,2.6526700963036647,54.0,-0.009889012320785862,0.8100822737389309,-0.6143834599616564
2617,wma,8,linreg,176,state,state,53.0,0.007218831226529801,1.1790759752132136,0.42808756748753,51.0,0.001424400179093564,1.0299001341857916,0.07978289995403305
2618,sma,9,tema,200,9.5,cross,26.0,0.029947689641137802,2.037144928910644,1.2145582925440048,21.0,-0.029330476899242588,0.4969110804876819,-1.1224698243057711
2619,sma,40,dema,188,12.0,cross,10.0,-0.029320644932067617,0.6661429175425284,-0.5379977714898676,14.0,0.05208747004521379,2.895968481529406,1.4347543592209164
2620,ema,34,tema,181,8.0,state,13.0,0.05372696370501639,3.7490925224517997,1.5572198299200652,13.0,-0.06339906027652974,0.18636064919086104,-2.0732486639952854
2621,sma,7,tema,204,state,state,50.0,0.014591780449148006,1.3697252751064757,0.7913247880656085,49.0,-0.006135753497996051,0.8813930032363485,-0.33502257386534184
2622,tema,6,tema,218,state,cross,59.0,0.035769252144923484,2.524097488614076,2.4187361001545535,54.0,-0.0034212274885178,0.9301511095468985,-0.2074037022018921
2623,tema,8,tema,177,state,cross,61.0,0.04030184086873503,3.0206752255056064,2.811771649101782,53.0,0.004823645280577199,1.1059621359837584,0.28785644206915023
2624,tema,17,tema,194,state,off,52.0,0.016684771542433887,1.3891435722107395,0.8613633043602069,50.0,0.01062134014814393,1.234649107282894,0.5487678397392736
2625,sma,3,tema,226,state,state,57.0,0.03627656790124377,2.446948932951796,2.3366247262985542,55.0,-0.004373493663359081,0.9159732628942564,-0.2516325213773807
2626,sma,4,tema,206,state,state,54.0,0.023298073499182892,1.7611379796322038,1.446479550596798,53.0,-0.011403943276290343,0.7912889646864539,-0.6590730088801667
2627,sma,2,tema,238,state,state,58.0,0.03246187178390226,2.321394700548759,2.1786883277319102,54.0,-0.002607738625420805,0.9452224296579795,-0.15770143639231415
2628,dema,55,linreg,191,state,state,40.0,0.008900316456171568,1.1649650089997738,0.3805977444254372,45.0,0.012441271732408889,1.2755532849430944,0.6129756859017349
2629,linreg,32,linreg,179,state,cross,48.0,0.019408922083449798,1.475618968460102,1.004938202095666,51.0,0.00845637906215303,1.1937991981056872,0.4719419364100634
2630,hull,10,tema,423,state,state,53.0,0.017507544493336375,1.424071548987626,0.9567321856606319,55.0,-0.005186175589601325,0.9014970676737252,-0.3001173138938535
2631,tema,53,wma,192,10.0,cross,13.0,0.02626374117183752,1.5463937553654603,0.6094547493649344,15.0,-0.014056051951589503,0.8134537374678542,-0.34289659604843387
2632,ema,60,ema,293,state,off,41.0,-0.014226992843886791,0.7983137110877835,-0.5779739834205586,40.0,-0.037265681271928176,0.49859026464097544,-1.6801049928416691
2633,linreg,19,dema,179,state,cross,49.0,-0.009670720900982943,0.830122749454178,-0.49558822859656515,53.0,-0.003287806578609843,0.9330038187047192,-0.1898610515287484
2634,ema,33,linreg,197,state,cross,42.0,0.018832432377503004,1.4592158811750167,0.8872586079332072,47.0,0.00966794758968593,1.2228809658363422,0.5020349862756693
2635,tema,45,tema,188,17.0,off,31.0,0.026931364236614026,1.7533779009088826,1.09910246084515,28.0,-0.00998721495734079,0.8240252866844331,-0.375746946229714
2636,sma,9,ema,207,6.0,state,10.0,-0.04829253350297558,0.29569414261335686,-1.2106414815652584,12.0,-0.0021863719107743616,0.9655585260374843,-0.04941227267961806
2637,ema,4,linreg,214,state,state,57.0,0.027136151166062807,1.8863008778084116,1.6905163856681285,52.0,-0.009476382438203155,0.8334017376040295,-0.5158984855100283
2638,hull,13,tema,174,state,state,55.0,0.03032491127434999,2.167047125362564,1.9435108789445517,50.0,0.002962538284163465,1.0637399373929712,0.16522492775534145
2639,ema,45,tema,188,state,off,40.0,0.04353255461516725,2.293731863065795,1.9619613713722317,44.0,-0.015906081633794825,0.7278590848010781,-0.7672962783434689
2640,wma,3,tema,224,state,state,58.0,0.040496575063635375,2.7596824981152497,2.6553838507932155,53.0,-0.0030914140018335453,0.9366104247875918,-0.1829269218240321
2641,wma,51,wma,192,state,cross,39.0,-0.014519504362300003,0.7895789114350884,-0.5899002123420731,42.0,-0.04622639257896031,0.400546444718443,-2.2715769939750934
2642,tema,9,wma,174,state,state,55.0,-0.008790876159869955,0.8275683131843685,-0.5213658201607246,59.0,-0.027672055935726043,0.5785467613063308,-1.674142044987828
2643,tema,3,hull,206,7.5,cross,45.0,0.006418019040925575,1.1773947432897767,0.3805779015615499,37.0,0.013851511341753388,1.3789423937525176,0.7228747450523327
2644,wma,58,linreg,184,12.5,state,10.0,0.07473339320050712,4.420934993011995,1.732740791580442,12.0,-0.0015021638748400478,0.9539273582910562,-0.045759813207855216
2645,dema,38,sma,194,state,cross,43.0,-0.030991539103871982,0.5669138182860151,-1.4246999565086291,44.0,-0.05137569427273565,0.36546407648518475,-2.594912169768102
2646,sma,4,wma,172,state,state,53.0,-0.011434059327540857,0.7928243111930718,-0.6385275502743681,56.0,-0.026444619395904367,0.602167092299928,-1.5013785136031543
2647,sma,2,ema,217,state,state,55.0,-0.0032181112995414325,0.9342428892042228,-0.18754819115045482,55.0,-0.021154191005357304,0.6381692808641498,-1.2610896396003608
2648,sma,5,tema,200,state,state,54.0,0.016743163158239538,1.4505157182329742,0.9822554096577396,52.0,-0.00011514500156906832,0.9976434607088642,-0.006490661278520897
2649,tema,3,tema,230,state,cross,61.0,0.02621689352687461,1.8500490705562422,1.7265965337606641,54.0,-0.0117613170490243,0.778629549636326,-0.7307488068369503
2650,hull,32,dema,182,6.5,state,15.0,0.0013815216659917773,1.036858164139895,0.04400783590272113,23.0,0.027119147667023696,1.9097786587200836,1.0561397555103846
2651,sma,2,wma,212,state,state,56.0,-0.006273089177187538,0.8774892850789583,-0.36727325179034653,57.0,-0.025770835408907462,0.5832311149040538,-1.5853421672538883
2652,ema,4,ema,173,state,cross,51.0,-0.024210276616583398,0.6331285623435555,-1.2809317824483677,53.0,-0.038441321141908395,0.4518527740163764,-2.23277678310662
2653,hull,4,tema,246,state,state,60.0,0.027821467543316873,1.9130897537818932,1.7991778911430292,54.0,-0.010887629384723426,0.7918441688426182,-0.6701060036397619
2654,sma,36,wma,195,state,cross,40.0,-0.01584268875843482,0.7703927188477502,-0.6556444574692005,42.0,-0.04696232850120011,0.3967599844535921,-2.2936381477354306
2655,dema,57,sma,185,14.0,cross,8.0,0.009801331868118723,1.156363542853677,0.16385164243292585,10.0,0.026332327345034413,1.5543309127580338,0.5520429443794329
2656,sma,6,sma,203,state,state,45.0,-0.03051384684336373,0.5595655696227684,-1.4966463025705197,48.0,-0.0403828561505111,0.463324843393082,-2.095934536106549
2657,sma,3,tema,172,state,state,58.0,0.04558537472400884,3.182283604305028,2.988008598940066,53.0,0.0045374300803944015,1.0974028520111536,0.2612685467667048
2658,linreg,3,hull,210,state,off,54.0,0.0013904139451629356,1.023420186378407,0.06665251937837355,51.0,-0.000419604824791502,0.9924073809066283,-0.020814157688064622
2659,sma,2,dema,218,state,state,60.0,0.024334602664753662,1.7211035469040996,1.519262142455171,57.0,-0.011255355847089409,0.7778127270882077,-0.7236052334125673
2660,hull,45,ema,191,15.0,state,17.0,-0.0016672944496815853,0.9542937866009913,-0.05955866221600423,20.0,-0.06388278458533204,0.15037871483797868,-2.772299031168011
2661,tema,12,hull,200,state,off,51.0,-0.00985089088213121,0.83349056938936,-0.4860022912457967,50.0,0.011891917789145287,1.2493020507623422,0.5926679505024142
2662,wma,12,linreg,178,7.0,state,23.0,0.011603033910688466,1.3818962009708033,0.48989342158783766,18.0,-0.0188751352940505,0.6873130441177842,-0.6011345257035846
2663,ema,27,ema,374,state,state,44.0,-0.016996953169444454,0.755301319677433,-0.7432083015635593,41.0,-0.04158484005984661,0.46483303142780014,-1.9092939809268108
2664,dema,31,wma,183,state,cross,45.0,-0.0264440907773151,0.6409929312342219,-1.2150901237401803,47.0,-0.04769035026185969,0.36851993183991116,-2.583224112694628
2665,dema,22,linreg,198,state,state,47.0,0.01224942820532776,1.2704495907364315,0.6151849415553534,50.0,-0.0027757628516632913,0.9456798604475493,-0.14915562402022545
