defn,tf,entry,stop,atr_p,stop_k,tp_r,fill,n,R,usd,net,pf,win,avg_w,avg_l,dd,retdd,sharpe,sortino,p90,p10
wick,5,edge,sweep,14,0.5,1.25,0.8050509525919362,907,-0.1515243674418321,-1.1332166205113279,-1027.8274748037743,0.9609190307731578,0.4762954796030871,58.50027996183564,-55.36831245961426,2779.0689515959784,-0.3698459781695982,-0.34075822301966174,-0.5130958183475717,87.76441700448747,-85.30977886573119
wick,5,edge,sweep,14,0.5,1.5,0.7948604342046965,893,-0.18324838046815514,-3.2920714297926077,-2939.8197868047987,0.8986289216610773,0.41881298992161253,69.68116964867909,-55.8777981414466,4478.176353626767,-0.6564770019438626,-0.8862713907076107,-1.3723247092786737,95.4852064282296,-88.45240670364466
wick,5,edge,sweep,14,0.5,2.0,0.7687195392113425,866,-0.16059082161224736,-3.3632441981511514,-2912.569475598897,0.9074237463512133,0.36143187066974597,91.21000811783657,-56.8920470460791,3891.8337363040455,-0.7483797286686955,-0.7889976263517626,-1.3489731040839064,115.18476133053599,-97.82477094628513
wick,5,edge,sweep,14,0.75,0.75,0.8258750553832521,928,-0.33280674441590596,-3.6464111827677512,-3383.8695776084733,0.8425319166615675,0.5862068965517241,33.28193258595267,-55.96156485512167,4194.821968229975,-0.8066777573009405,-1.4073535527100327,-1.8135878041788613,56.76793168515406,-75.1766877288671
wick,5,edge,sweep,14,0.75,1.0,0.818785999113868,922,-0.35978393947820186,-3.845963240925809,-3545.978108133596,0.8583170288853573,0.5086767895878525,45.80293213155827,-55.24846198197445,4567.317944256451,-0.776380832561214,-1.318479364064849,-1.7963039358418655,71.17190289828729,-83.57285202427039
wick,5,edge,sweep,14,0.75,1.25,0.8050509525919362,907,-0.1515243674418321,-1.1332166205113279,-1027.8274748037743,0.9609190307731578,0.4762954796030871,58.50027996183564,-55.36831245961426,2779.0689515959784,-0.3698459781695982,-0.34075822301966174,-0.5130958183475717,87.76441700448747,-85.30977886573119
wick,5,edge,sweep,14,0.75,1.5,0.7948604342046965,893,-0.18324838046815514,-3.2920714297926077,-2939.8197868047987,0.8986289216610773,0.41881298992161253,69.68116964867909,-55.8777981414466,4478.176353626767,-0.6564770019438626,-0.8862713907076107,-1.3723247092786737,95.4852064282296,-88.45240670364466
wick,5,edge,sweep,14,0.75,2.0,0.7687195392113425,866,-0.16059082161224736,-3.3632441981511514,-2912.569475598897,0.9074237463512133,0.36143187066974597,91.21000811783657,-56.8920470460791,3891.8337363040455,-0.7483797286686955,-0.7889976263517626,-1.3489731040839064,115.18476133053599,-97.82477094628513
wick,5,edge,sweep,14,1.0,0.75,0.8258750553832521,928,-0.33280674441590596,-3.6464111827677512,-3383.8695776084733,0.8425319166615675,0.5862068965517241,33.28193258595267,-55.96156485512167,4194.821968229975,-0.8066777573009405,-1.4073535527100327,-1.8135878041788613,56.76793168515406,-75.1766877288671
wick,5,edge,sweep,14,1.0,1.0,0.818785999113868,922,-0.35978393947820186,-3.845963240925809,-3545.978108133596,0.8583170288853573,0.5086767895878525,45.80293213155827,-55.24846198197445,4567.317944256451,-0.776380832561214,-1.318479364064849,-1.7963039358418655,71.17190289828729,-83.57285202427039
wick,5,edge,sweep,14,1.0,1.25,0.8050509525919362,907,-0.1515243674418321,-1.1332166205113279,-1027.8274748037743,0.9609190307731578,0.4762954796030871,58.50027996183564,-55.36831245961426,2779.0689515959784,-0.3698459781695982,-0.34075822301966174,-0.5130958183475717,87.76441700448747,-85.30977886573119
wick,5,edge,sweep,14,1.0,1.5,0.7948604342046965,893,-0.18324838046815514,-3.2920714297926077,-2939.8197868047987,0.8986289216610773,0.41881298992161253,69.68116964867909,-55.8777981414466,4478.176353626767,-0.6564770019438626,-0.8862713907076107,-1.3723247092786737,95.4852064282296,-88.45240670364466
wick,5,edge,sweep,14,1.0,2.0,0.7687195392113425,866,-0.16059082161224736,-3.3632441981511514,-2912.569475598897,0.9074237463512133,0.36143187066974597,91.21000811783657,-56.8920470460791,3891.8337363040455,-0.7483797286686955,-0.7889976263517626,-1.3489731040839064,115.18476133053599,-97.82477094628513
