draw,cost_rt,slip,R_res,R_lck
274,0.2718942553298915,0.04834917285273774,-0.03597078319332303,0.1476407983962727
275,0.3883889444242407,0.057535176842796236,-0.07312456066214343,0.12498194861825512
276,0.49911036953655774,0.018081206285933727,-0.0774069796980452,0.1353728686401055
277,0.4121412824154123,0.003411023101351085,-0.04636034983068951,0.15431348676548243
278,0.4419579268473735,0.04445112654423507,-0.08365475340481435,0.11875204460975472
279,0.1552264244862319,0.05690623731993558,-0.00571535307442696,0.16595428818429783
280,0.2649125399053987,0.05172884605050279,-0.03528309114833909,0.14802953298117566
281,0.398060050015377,0.06384661974605921,-0.07828678657229322,0.12176640925463313
282,0.44709073988408593,0.06423052732605626,-0.09251820428084295,0.1131034947883292
283,0.5511498385714385,0.05956694399783352,-0.12073637102431545,0.09601205181153048
284,0.27485567805351735,0.030712566884038117,-0.016851824898205255,0.17182526842960646
285,0.33695799973289237,0.06380885430965604,-0.06071444091361816,0.13245693354930307
286,0.5191893405103927,0.004661509111709694,-0.07828840119888662,0.13505344104047448
287,0.17895666290144918,0.02254969999514458,0.014348996643775964,0.19076465288850722
288,0.3114461491779265,0.07933288955697704,-0.059327051412406455,0.12659262721002015
289,0.5518222354570913,0.07743383581018083,-0.12733431664790149,0.08515748453768915
290,0.5676637683512284,0.0032392113549486903,-0.09200444674203766,0.12681099583557762
291,0.39726044870761196,0.09709288849156555,-0.09041317371013834,0.10737965332183276
292,0.31720349112397045,0.0806367914460855,-0.061467701253224684,0.12527175018017694
293,0.4606517381835128,0.015845960752691967,-0.0653246568306669,0.1427033697747935
294,0.298848908786289,0.03363400446325442,-0.033267362992515925,0.166880367760687
295,0.29113981976704956,0.09144432154565586,-0.05814396265633665,0.1271738730144701
296,0.16449785224577973,0.07544202353620198,-0.01579570262877133,0.1531672659503948
297,0.42303019710972906,0.0071438930648689,-0.05099354650223807,0.15147179659086343
298,0.4206631937374606,0.002302312097973569,-0.04843826706109201,0.1530758350782467
299,0.2898984419026628,0.007086216160469939,-0.011898924153767419,0.17504516735929684
300,0.2307719341053926,0.017578856767523666,0.0012233283068740746,0.18287132629062935
301,0.4014954149508214,0.08997000119375433,-0.08899456183574005,0.10834884701024317
