struct,flag,stop,targ,arm,off,n,gross,exp,ctrl,excess,z,p,wr,net_usd,exp_ex_2020_2022,n_ex,top5pct_share
ema34 13/50,EMA align,1.5,4.0,1.5,0.75,199,8.32987356893457,7.440234369981589,-0.3741167463138471,7.814351116295436,2.7684690006279125,0.0,0.5326633165829145,29612.132792526725,-0.8311392048013756,129,0.7692530678634252
ema34 13/50,close back through fast MA,1.5,2.5,1.0,0.5,232,6.290687292091257,5.868341112633062,-1.0672228914979223,6.935564004130985,3.26084314733236,0.0,0.5991379310344828,27229.1027626174,1.0019817263719368,159,0.7480889997138752
ema34 13/50,close back through fast MA,1.0,2.0,1.0,0.5,234,3.3820825803937726,2.651973725830981,-0.5367251030300972,3.188698828861078,1.5115245167346913,0.075,0.47863247863247865,12411.237036888991,-0.9092658626681026,161,1.3868142551310803
ema34 13/50,close back through fast MA,2.0,3.0,1.0,0.5,232,5.843938152436471,5.112028812028429,-1.6757301046284965,6.787758916656926,2.520849576007632,0.008333333333333333,0.6422413793103449,23719.81368781192,1.3456400892069154,159,0.8529877243397103
ema34 13/50,close back through fast MA,1.5,2.5,1.5,0.75,232,7.746754431908934,7.005974607840416,-1.0075077724324792,8.013482380272896,3.245735245765476,0.0,0.5517241379310345,32507.72218037953,0.4951383267707363,159,0.8611042754056693
ema34 13/50,close back through fast MA,1.5,2.5,0.75,0.4,232,5.516756079986874,4.882166879057857,-0.9836496691343825,5.86581654819224,3.016771955921,0.0,0.6163793103448276,22653.25431882846,0.4806780121036677,159,0.8768933353414772
ema34 13/50,close back through fast MA,1.5,4.0,1.5,0.75,232,8.272917994441313,7.480506505136438,-0.9133442702204957,8.393850775356933,3.3364745337121824,0.0,0.5517241379310345,34709.550183833075,1.0106260987973485,159,0.795298795948531
ema34 13/50,trend MA rising 4 bars,1.5,2.5,1.0,0.5,126,3.6846687150529744,3.1697956991799594,-0.4380796234317176,3.607875322611677,0.9806128387896232,0.18333333333333332,0.5714285714285714,7987.885161933495,-0.4930998935049195,83,1.136155680803405
ema34 13/50,trend MA rising 4 bars,1.0,2.0,1.0,0.5,126,2.5023688294456248,1.6208572752886223,-0.412348520865964,2.0332057961545864,0.6942779609996964,0.25,0.4603174603174603,4084.560333727328,-1.7975514380012556,83,2.145398561463787
ema34 13/50,trend MA rising 4 bars,2.0,3.0,1.0,0.5,126,3.6319663595932865,2.312104792426546,-0.7616746841567331,3.073779476583279,0.7245431072614221,0.225,0.6111111111111112,5826.504076914892,0.0852881115162397,83,1.6691050673044716
ema34 13/50,trend MA rising 4 bars,1.5,2.5,1.5,0.75,126,3.674531986871335,3.085984455086098,-0.20128881650790445,3.2872732715940023,0.7912926940069809,0.20833333333333334,0.5079365079365079,7776.68082681697,-2.243748390298656,83,1.7192705614712223
ema34 13/50,trend MA rising 4 bars,1.5,2.5,0.75,0.4,126,3.6969070573057556,3.1522721366708346,-0.5435464067721896,3.695818543443024,1.1109122163255623,0.14166666666666666,0.6111111111111112,7943.725784410506,0.8191016705355727,83,1.0108911223932568
ema34 13/50,trend MA rising 4 bars,1.5,4.0,1.5,0.75,126,3.793167646118967,3.2026755795583375,0.05720724947579376,3.1454683300825437,0.748922219559365,0.21666666666666667,0.5079365079365079,8070.742460487014,-2.5584464024875864,83,1.5980202382387745
