ema,atr,osc,dist,vwap,ent1,tf,market,research_n,research_mean,research_net,research_pf,research_sh,research_dd,locked_n,locked_mean,locked_net,locked_pf,locked_sh,locked_dd
13,10,1,2.5,1.5,720,5,NQ,62,28.183225806450448,1747.3599999999278,1.7467733388036577,1.2165941342000268,612.1000000000058,33,65.34818181818065,2156.4899999999616,2.356538969616875,1.9101946793502564,874.6700000000128
13,10,1,2.5,1.5,840,5,NQ,63,27.958571428570263,1761.3899999999267,1.752769372788306,1.2263050393723525,612.1000000000058,33,65.34818181818065,2156.4899999999616,2.356538969616875,1.9101946793502564,874.6700000000128
13,10,1,2.5,2.0,630,5,NQ,99,21.661313131311967,2144.4699999998847,1.5356662012254316,1.1635364628361098,701.8300000000163,46,61.122391304346664,2811.6299999999464,2.239378818467908,2.111435886071405,647.2600000000093
13,10,1,2.5,2.0,660,5,NQ,99,21.661313131311967,2144.4699999998847,1.5356662012254316,1.1635364628361098,701.8300000000163,46,61.122391304346664,2811.6299999999464,2.239378818467908,2.111435886071405,647.2600000000093
13,10,1,2.5,2.0,720,5,NQ,99,21.661313131311967,2144.4699999998847,1.5356662012254316,1.1635364628361098,701.8300000000163,46,61.122391304346664,2811.6299999999464,2.239378818467908,2.111435886071405,647.2600000000093
13,10,1,2.5,2.0,840,5,NQ,101,22.052277227721607,2227.2799999998824,1.5563512740515748,1.20699373338333,701.8300000000163,46,61.122391304346664,2811.6299999999464,2.239378818467908,2.111435886071405,647.2600000000093
13,10,1,2.5,2.5,630,5,NQ,126,18.081587301586136,2278.2799999998533,1.4531374619862452,1.1566073643005885,779.460000000021,69,55.92492753623072,3858.8199999999197,2.1043247822154747,2.3085647280651087,647.2600000000093
13,10,1,2.5,2.5,660,5,NQ,126,18.081587301586136,2278.2799999998533,1.4531374619862452,1.1566073643005885,779.460000000021,69,55.92492753623072,3858.8199999999197,2.1043247822154747,2.3085647280651087,647.2600000000093
13,10,1,2.5,2.5,720,5,NQ,126,18.081587301586136,2278.2799999998533,1.4531374619862452,1.1566073643005885,779.460000000021,70,55.501428571427404,3885.0999999999185,2.1118456448824614,2.324318574094074,647.2600000000093
13,10,1,2.5,2.5,840,5,NQ,131,19.47656488549502,2551.4299999998475,1.5074655067136482,1.2903798082336486,779.460000000021,74,60.411756756755594,4470.469999999914,2.279367995695788,2.628523175581357,630.7900000000081
13,10,1,2.5,3.0,630,5,NQ,150,10.024999999998835,1503.7499999998254,1.2234016475639091,0.6875597504649141,1124.9900000000198,78,50.37615384615268,3929.339999999909,1.9999185680185758,2.2944679526818033,719.9800000000105
13,10,1,2.5,3.0,660,5,NQ,153,8.980980392155699,1374.0899999998219,1.195918210217564,0.6199477050980282,1185.4700000000303,79,49.54582278480896,3914.119999999908,1.9922025511548829,2.285299273502644,719.9800000000105
13,10,1,2.5,3.0,720,5,NQ,153,8.980980392155699,1374.0899999998219,1.195918210217564,0.6199477050980282,1185.4700000000303,83,53.2528915662639,4419.989999999903,2.033777952413331,2.305767375400749,904.7000000000116
